/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: ORB
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
496,25,259,24,246,25,250
497,24,242,24,249,25,251
498,24,244,25,253,25,256
499,25,258,25,251,25,254
500,26,269,25,258,26,264
501,25,255,25,259,25,258
502,25,252,26,269,26,265
503,25,253,24,248,24,249
504,24,246,25,257,25,254
505,24,246,25,253,24,243
506,25,253,25,251,25,253
507,26,265,26,267,25,255
508,25,258,26,261,25,257
509,26,269,26,268,26,262
510,26,260,25,252,25,252
511,26,260,25,255,24,247
512,26,265,25,250,27,274
513,25,254,25,257,25,255
514,26,268,26,262,26,264
515,25,256,26,267,26,263
516,25,253,25,252,25,255
517,25,250,25,250,25,253
518,25,250,26,261,24,249
519,24,247,26,262,24,249
520,24,248,24,245,26,262
521,24,244,26,262,25,254
522,24,246,26,269,27,270
523,23,235,24,249,25,259
524,25,253,25,258,27,271
525,25,256,25,259,26,268
526,24,244,26,260,25,253
527,25,250,26,260,26,262
528,24,240,26,264,27,273
529,24,241,26,260,23,239
530,24,248,25,259,25,254
531,24,246,27,274,24,245
532,24,249,25,257,26,268
533,25,257,26,268,26,264
534,26,261,27,277,24,249
535,27,272,26,262,26,262
536,27,271,26,263,25,252
537,25,256,27,277,25,254
538,25,258,27,277,27,278
539,26,261,26,265,26,260
540,26,263,26,267,24,247
541,25,255,24,249,25,256
542,23,238,24,247,25,254
543,24,242,25,254,24,245
544,23,236,24,249,24,240
545,24,243,25,251,23,239
546,24,243,25,257,23,239
547,24,248,25,259,23,236
548,23,236,24,246,24,243
549,22,226,26,264,23,233
550,23,234,25,259,23,232
551,24,240,26,263,24,241
552,23,236,25,253,23,238
553,23,234,26,260,23,235
554,23,232,25,256,24,245
555,24,243,26,262,24,243
556,24,244,26,262,24,247
557,23,230,25,252,24,247
558,24,244,25,256,23,239
559,23,235,26,263,25,250
560,23,233,26,262,25,251
561,23,238,26,264,24,242
562,24,242,25,254,25,252
563,23,239,25,258,23,238
564,23,238,26,268,24,241
565,24,243,26,266,24,247
566,24,247,26,268,24,243
567,24,249,26,265,24,248
568,24,244,25,257,24,247
569,25,250,26,266,26,261
570,25,251,24,245,23,239
571,23,237,24,244,24,246
572,25,252,24,241,23,232
573,25,254,24,246,24,243
574,24,243,23,232,25,250
575,23,239,24,242,24,246
576,23,239,22,226,23,232
577,23,238,23,232,23,239
578,23,236,23,239,23,233
579,24,242,23,233,22,226
580,23,232,24,245,24,241
581,24,245,24,247,23,233
582,25,251,25,252,24,247
583,24,247,24,240,24,244
584,24,245,26,265,25,259
585,24,244,25,251,26,263
586,23,237,25,253,26,263
587,23,237,23,235,25,254
588,23,235,22,229,25,250
589,25,256,24,244,26,266
590,24,248,23,230,23,239
591,23,234,23,238,24,242
592,23,232,21,218,23,238
593,23,234,22,223,22,224
594,23,230,22,226,24,240
595,23,231,23,237,23,230
596,23,233,23,231,24,240
597,22,228,23,230,23,237
598,23,237,23,236,23,237
599,24,244,22,229,23,235
600,23,232,23,230,24,244
601,23,239,23,238,23,239
602,23,235,23,239,24,240
603,23,231,23,238,23,234
604,23,238,22,229,23,239
605,23,236,23,238,23,237
606,23,235,24,241,24,241
607,22,224,24,244,24,244
608,23,237,23,233,24,243
609,24,248,23,234,23,236
610,24,248,23,236,26,262
611,23,233,24,240,24,240
612,23,234,23,233,23,237
613,23,235,23,238,24,242
614,23,230,23,238,24,240
615,22,221,23,234,24,242
616,23,230,24,243,23,239
617,23,234,23,239,24,246
618,23,232,23,239,24,247
619,24,244,24,241,23,239
620,23,231,23,234,25,256
621,24,241,24,240,25,255
622,23,232,24,243,24,243
623,22,224,23,237,24,244
624,24,242,24,247,24,246
625,23,239,24,249,24,240
626,23,234,24,245,25,257
627,24,248,24,245,24,249
628,23,235,23,231,24,244
629,24,243,23,231,23,236
630,24,248,24,249,24,244
631,24,241,24,241,25,254
632,25,255,24,242,25,250
633,24,240,24,244,25,259
634,23,238,24,240,25,252
635,24,246,23,238,25,250
636,24,243,25,251,23,237
637,24,249,24,243,25,255
638,25,250,25,250,25,256
639,25,255,24,246,26,263
640,25,254,22,229,26,260
641,25,250,23,232,24,246
642,23,235,24,244,25,258
643,25,250,24,242,24,249
644,25,250,23,236,24,240
645,25,250,23,235,24,240
646,24,247,24,247,26,267
647,23,239,25,255,25,258
648,24,243,24,248,23,235
649,25,259,25,253,26,260
650,26,260,25,254,26,262
651,25,259,25,250,25,258
652,25,255,25,259,25,250
653,24,248,24,246,26,262
654,25,250,24,243,25,254
655,24,249,23,237,24,249
656,25,254,26,261,25,255
657,24,241,25,251,25,252
658,24,240,25,250,25,254
659,25,251,24,244,24,244
660,24,249,23,235,24,249
661,24,245,25,255,25,254
662,23,237,23,231,24,244
663,23,232,24,245,23,233
664,23,239,24,240,25,251
665,25,251,22,228,24,246
666,24,249,23,235,23,237
667,23,238,24,245,24,249
668,23,230,22,227,22,226
669,24,241,23,238,22,227
670,24,240,24,244,23,235
671,24,242,22,226,23,239
672,24,248,23,237,24,240
673,24,244,22,228,23,237
674,26,266,24,245,25,255
675,25,251,25,255,24,248
676,25,259,24,247,26,266
677,25,254,24,248,24,248
678,22,228,22,229,25,250
679,25,252,24,242,25,251
680,24,246,23,237,25,252
681,24,242,25,253,23,238
682,24,245,23,234,23,236
683,24,246,23,236,24,247
684,26,264,23,237,24,249
685,24,246,22,225,25,250
686,25,253,23,231,24,246
687,25,256,23,232,27,275
688,25,256,24,243,24,243
689,25,256,24,245,24,244
690,24,244,22,227,23,238
691,25,258,23,237,24,247
692,24,241,22,222,25,258
693,25,253,22,227,25,251
694,24,240,24,246,26,267
695,24,249,24,243,24,244
696,23,234,23,232,25,252
697,23,235,23,236,23,236
698,25,254,24,243,23,239
699,25,252,23,239,23,239
700,26,263,24,240,25,250
701,25,254,24,248,23,233
702,25,251,24,247,24,244
703,24,242,25,251,24,242
704,24,247,24,248,26,260
705,26,261,24,245,24,243
706,25,252,26,260,23,239
707,26,267,24,244,24,242
708,25,257,25,252,25,259
709,25,256,24,247,25,255
