/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_4_WINTER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_2_SUMMER.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_3_FALL.mov
/Users/lukas/PycharmProjects/Dissertation/experiments/exp_train/data/_1_SPRING.mov
mode: SIFT
video_frame,good_matches_1in0,all_matches_1in0,good_matches_2in0,all_matches_2in0,good_matches_3in0,all_matches_3in0
605,48,1126,39,1284,52,2024
606,53,1195,53,1326,57,2057
607,47,1173,56,1352,51,2101
608,62,1189,42,1307,47,2019
609,47,1167,38,1307,43,2061
610,47,1119,43,1346,51,2001
611,41,1169,39,1284,54,2115
612,42,1216,37,1275,43,2131
613,43,1241,51,1296,56,1953
614,40,1240,45,1287,53,2021
615,42,1116,50,1216,68,2082
616,50,1173,48,1257,56,2133
617,38,1214,48,1242,41,1979
618,37,1159,65,1275,47,2188
619,39,1177,52,1261,43,2161
620,35,1151,53,1274,42,2152
621,54,1116,60,1366,58,2212
622,55,1136,51,1349,43,2236
623,54,1162,74,1472,53,2238
624,47,1201,67,1401,54,2284
625,42,1170,64,1430,42,2265
626,49,1134,68,1438,52,2299
627,47,1201,76,1486,55,2276
628,51,1251,71,1416,44,2312
629,49,1246,68,1488,48,2401
630,53,1235,59,1462,51,2316
631,43,1158,58,1535,60,2369
632,42,1278,52,1492,47,2383
633,41,1271,52,1563,53,2375
634,43,1328,47,1558,68,2290
635,42,1311,58,1590,69,2484
636,50,1350,54,1591,79,2637
637,54,1360,59,1594,73,2343
638,58,1336,68,1590,60,2470
639,66,1303,62,1588,73,2361
640,71,1351,64,1576,83,2541
641,76,1251,54,1573,66,2504
642,68,1356,69,1463,67,2540
643,54,1363,62,1530,73,2602
644,47,1396,61,1491,82,2560
645,49,1345,75,1483,78,2528
646,44,1377,74,1464,78,2694
647,57,1350,83,1497,93,2757
648,45,1403,63,1520,70,2687
649,54,1350,82,1542,89,2775
650,55,1394,85,1515,85,2733
651,41,1430,74,1541,60,2792
652,55,1446,71,1532,66,2801
653,56,1383,67,1534,62,2754
654,44,1397,63,1602,66,2700
655,46,1358,75,1554,54,2578
656,40,1418,75,1592,63,2763
657,45,1412,68,1558,63,2827
658,31,1470,70,1610,63,2691
659,32,1458,67,1588,64,2585
660,41,1306,55,1547,61,2605
661,38,1461,61,1521,57,2647
662,32,1366,65,1534,53,2682
663,40,1419,79,1590,69,2716
664,46,1313,74,1588,59,2700
665,35,1261,67,1637,47,2553
666,38,1269,55,1596,54,2653
667,44,1207,79,1622,68,2591
668,40,1317,56,1649,58,2641
669,34,1318,60,1663,65,2626
670,43,1250,68,1680,66,2730
671,40,1326,69,1700,55,2513
672,46,1310,61,1672,55,2712
673,42,1402,74,1618,47,2725
674,41,1411,75,1627,52,2799
675,36,1289,68,1513,57,2848
676,43,1332,69,1529,45,2719
677,40,1290,67,1499,70,2748
678,41,1402,72,1482,46,2617
679,45,1271,60,1507,45,2749
680,42,1301,70,1524,60,2733
681,38,1375,56,1528,51,2577
682,56,1381,47,1375,44,2603
683,50,1407,52,1515,54,2561
684,48,1296,45,1604,55,2686
685,47,1379,39,1650,53,2641
686,47,1438,56,1662,65,2667
687,47,1424,61,1695,57,2681
688,45,1486,81,1652,72,2697
689,40,1472,64,1633,76,2711
690,42,1389,63,1655,70,2596
691,43,1456,67,1532,61,2532
692,41,1407,66,1547,61,2472
693,66,1460,80,1531,51,2465
694,43,1386,61,1544,61,2509
695,62,1282,71,1547,61,2442
696,64,1349,73,1456,62,2477
697,56,1456,70,1518,67,2422
698,53,1312,67,1503,67,2441
